幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,30.22000,30.57000,30.55200,30.50100,30.43100,30.36400,30.31200,30.24900,30.19100,本行賣出,30.89000,30.67000,30.65600,30.61100,30.55000,30.49200,30.44800,30.39100,30.33900,
HKD,本行買入,3.78500,3.91100,3.90800,3.90200,3.89700,3.89000,3.88400,3.87800,3.87200,本行賣出,3.98900,3.97100,3.96900,3.96600,3.96000,3.95300,3.94900,3.94400,3.94000,
GBP,本行買入,39.64000,40.65000,40.61100,40.53400,40.45000,40.35600,40.26400,40.17100,40.07800,本行賣出,41.76000,41.05000,41.02600,40.97700,40.89100,40.79900,40.72300,40.64700,40.57100,
AUD,本行買入,19.67000,19.96000,19.94200,19.90700,19.87200,19.83500,19.79500,19.75500,19.72100,本行賣出,20.45000,20.16000,20.15100,20.13300,20.09700,20.06100,20.03300,20.00400,19.96800,
CAD,本行買入,21.38000,21.78000,21.77100,21.75200,21.73400,21.72000,21.70000,21.68000,21.66000,本行賣出,22.29000,21.98000,21.97600,21.96900,21.95100,21.93700,21.92700,21.91600,21.90600,
SGD,本行買入,23.07000,23.56000,23.55600,23.54800,23.54900,23.54800,23.54600,23.54400,23.54200,本行賣出,23.98000,23.74000,23.74400,23.75300,23.75400,23.75400,23.76100,23.76800,23.77500,
CHF,本行買入,37.73000,38.41000,38.42000,38.44000,38.48600,38.55300,38.59000,38.62600,38.66300,本行賣出,38.93000,38.66000,38.68500,38.73500,38.78300,38.84900,38.90300,38.95800,39.01200,
JPY,本行買入,0.19210,0.19940,0.19940,0.19950,0.19970,0.19990,0.20000,0.20000,0.20010,本行賣出,0.20490,0.20340,0.20350,0.20370,0.20390,0.20410,0.20430,0.20450,0.20470,
ZAR,本行買入,0.00000,1.73500,1.73200,1.72500,1.71800,1.71000,1.70200,1.69400,1.68700,本行賣出,0.00000,1.81500,1.81300,1.80800,1.80100,1.79300,1.78600,1.77900,1.77200,
SEK,本行買入,0.00000,3.22000,3.21900,3.21700,3.21500,3.21500,3.21300,3.21100,3.20900,本行賣出,0.00000,3.32000,3.32000,3.32100,3.32000,3.31900,3.31800,3.31800,3.31700,
NZD,本行買入,17.19000,17.57000,17.55900,17.53800,17.52000,17.50600,17.48700,17.46900,17.45000,本行賣出,18.04000,17.77000,17.76600,17.75900,17.74100,17.72700,17.71600,17.70500,17.69300,
THB,本行買入,0.81310,0.92650,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.00310,0.96650,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.45180,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.58380,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,34.87000,35.49000,35.48100,35.46300,35.43900,35.42700,35.40600,35.38400,35.34900,本行賣出,36.21000,35.89000,35.89100,35.89200,35.87700,35.86900,35.85900,35.84900,35.83900,
KRW,本行買入,0.01955,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02345,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00094,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.26300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.78800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.21600,4.28800,4.28730,4.28590,4.28520,4.28460,4.28320,4.28140,4.28040,本行賣出,4.37800,4.33800,4.33840,4.33910,4.33910,4.33850,4.33850,4.33850,4.33840,
