幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,30.26000,30.61000,30.59100,30.53400,30.46700,30.40600,30.34100,30.28700,30.23300,本行賣出,30.93000,30.71000,30.69500,30.64700,30.58800,30.53300,30.47600,30.42700,30.37800,
HKD,本行買入,3.79000,3.91600,3.91300,3.90700,3.90200,3.89500,3.88900,3.88300,3.87700,本行賣出,3.99400,3.97600,3.97400,3.97100,3.96500,3.95800,3.95400,3.94900,3.94500,
GBP,本行買入,39.99000,41.00000,40.96100,40.88400,40.80000,40.70600,40.61400,40.52100,40.42800,本行賣出,42.11000,41.40000,41.37600,41.32700,41.24100,41.14900,41.07300,40.99700,40.92100,
AUD,本行買入,19.43000,19.72000,19.70200,19.66700,19.63200,19.59500,19.55500,19.51500,19.48100,本行賣出,20.21000,19.92000,19.91100,19.89300,19.85700,19.82100,19.79300,19.76400,19.72800,
CAD,本行買入,21.33000,21.73000,21.72100,21.70200,21.68400,21.67000,21.65000,21.63000,21.61000,本行賣出,22.24000,21.93000,21.92600,21.91900,21.90100,21.88700,21.87700,21.86600,21.85600,
SGD,本行買入,23.13000,23.62000,23.61600,23.60800,23.60900,23.60800,23.60600,23.60400,23.60200,本行賣出,24.04000,23.80000,23.80400,23.81300,23.81400,23.81400,23.82100,23.82800,23.83500,
CHF,本行買入,38.02000,38.70000,38.71000,38.73000,38.77600,38.84300,38.88000,38.91600,38.95300,本行賣出,39.22000,38.95000,38.97500,39.02500,39.07300,39.13900,39.19300,39.24800,39.30200,
JPY,本行買入,0.19560,0.20290,0.20290,0.20300,0.20320,0.20340,0.20350,0.20350,0.20360,本行賣出,0.20840,0.20690,0.20700,0.20720,0.20740,0.20760,0.20780,0.20800,0.20820,
ZAR,本行買入,0.00000,1.71900,1.71600,1.70900,1.70200,1.69400,1.68600,1.67800,1.67100,本行賣出,0.00000,1.79900,1.79700,1.79200,1.78500,1.77700,1.77000,1.76300,1.75600,
SEK,本行買入,0.00000,3.20000,3.19900,3.19700,3.19500,3.19500,3.19300,3.19100,3.18900,本行賣出,0.00000,3.30000,3.30000,3.30100,3.30000,3.29900,3.29800,3.29800,3.29700,
NZD,本行買入,17.07000,17.45000,17.43900,17.41800,17.40000,17.38600,17.36700,17.34900,17.33000,本行賣出,17.92000,17.65000,17.64600,17.63900,17.62100,17.60700,17.59600,17.58500,17.57300,
THB,本行買入,0.81100,0.92440,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.00100,0.96440,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.46100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.59300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,35.10000,35.72000,35.71100,35.69300,35.67200,35.65700,35.63500,35.61200,35.57600,本行賣出,36.44000,36.12000,36.11900,36.11700,36.10200,36.09200,36.08300,36.07400,36.06400,
KRW,本行買入,0.01980,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00094,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.22600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.75100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.20300,4.27500,4.27440,4.27330,4.27270,4.27170,4.27020,4.26820,4.26710,本行賣出,4.36500,4.32500,4.32520,4.32570,4.32520,4.32450,4.32450,4.32440,4.32440,
