幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.91000,32.26000,32.24400,32.19500,32.13100,32.06700,32.00500,31.94100,31.86100,本行賣出,32.58000,32.36000,32.34800,32.30300,32.24600,32.19000,32.13500,32.07900,32.00700,
HKD,本行買入,3.96400,4.09000,4.08800,4.08500,4.08100,4.07800,4.07200,4.06600,4.06000,本行賣出,4.16800,4.15000,4.15000,4.14900,4.14500,4.14200,4.13700,4.13300,4.12800,
GBP,本行買入,42.24000,43.25000,43.21400,43.14300,43.05900,42.97900,42.88300,42.78700,42.69100,本行賣出,44.36000,43.65000,43.63000,43.58900,43.50900,43.43000,43.35100,43.27200,43.19200,
AUD,本行買入,22.32000,22.61000,22.58500,22.53500,22.48000,22.42800,22.36700,22.30900,22.25000,本行賣出,23.10000,22.81000,22.79700,22.77100,22.71900,22.66700,22.61400,22.56400,22.51400,
CAD,本行買入,22.55000,22.95000,22.94200,22.92500,22.91300,22.90200,22.88500,22.86800,22.85100,本行賣出,23.46000,23.15000,23.15000,23.14900,23.13900,23.12800,23.12000,23.11100,23.10200,
SGD,本行買入,24.62000,25.11000,25.10800,25.10400,25.10800,25.11500,25.11700,25.11800,25.11900,本行賣出,25.53000,25.29000,25.29700,25.31000,25.31900,25.32600,25.33600,25.34700,25.35700,
CHF,本行買入,39.19000,39.87000,39.88100,39.90300,39.96200,40.02100,40.07600,40.13100,40.18700,本行賣出,40.39000,40.12000,40.14800,40.20300,40.26800,40.32800,40.39800,40.46800,40.53800,
JPY,本行買入,0.19220,0.19950,0.19950,0.19950,0.19960,0.19970,0.19980,0.19980,0.19990,本行賣出,0.20500,0.20350,0.20360,0.20370,0.20390,0.20400,0.20420,0.20430,0.20450,
ZAR,本行買入,0.00000,1.91700,1.91400,1.90700,1.89900,1.89000,1.88100,1.87200,1.86300,本行賣出,0.00000,1.99700,1.99500,1.99000,1.98200,1.97300,1.96500,1.95700,1.94900,
SEK,本行買入,0.00000,3.34000,3.33900,3.33700,3.33700,3.33600,3.33400,3.33200,3.33000,本行賣出,0.00000,3.44000,3.44000,3.44100,3.44000,3.44000,3.44000,3.43900,3.43900,
NZD,本行買入,18.50000,18.88000,18.87000,18.84900,18.82700,18.80700,18.77900,18.75200,18.72400,本行賣出,19.35000,19.08000,19.07800,19.07500,19.05500,19.03500,19.01500,18.99400,18.97400,
THB,本行買入,0.83920,0.95260,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.02920,0.99260,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.46160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.59360,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,36.37000,36.99000,36.97700,36.95000,36.91300,36.89300,36.85800,36.82300,36.76800,本行賣出,37.71000,37.39000,37.38900,37.38600,37.36800,37.34300,37.32400,37.30500,37.28500,
KRW,本行買入,0.02084,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02474,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00101,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00142,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.87900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.40400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.69200,4.76400,4.76370,4.76300,4.76530,4.76570,4.76620,4.76690,4.76720,本行賣出,4.85400,4.81400,4.81510,4.81730,4.81940,4.81980,4.82150,4.82330,4.82510,
