幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,32.80500,33.15500,33.13200,33.05700,32.97200,32.88700,32.80000,32.72400,32.64200,本行賣出,33.47500,33.25500,33.23800,33.17000,33.09600,33.02400,32.95000,32.88400,32.81300,
HKD,本行買入,4.11200,4.23800,4.23500,4.22900,4.22100,4.21200,4.20400,4.19600,4.18700,本行賣出,4.31600,4.29800,4.29600,4.29200,4.28300,4.27500,4.26800,4.26100,4.25400,
GBP,本行買入,41.84000,42.85000,42.80500,42.71400,42.60000,42.49900,42.38700,42.27500,42.16200,本行賣出,43.96000,43.25000,43.22000,43.15900,43.04800,42.94800,42.85400,42.76000,42.66500,
AUD,本行買入,20.42000,20.71000,20.69000,20.65100,20.60100,20.55800,20.51200,20.46400,20.41800,本行賣出,21.20000,20.91000,20.89700,20.87200,20.82300,20.78000,20.74100,20.70100,20.66000,
CAD,本行買入,22.66000,23.06000,23.04800,23.02500,22.99900,22.97900,22.95400,22.92900,22.90400,本行賣出,23.57000,23.26000,23.25500,23.24500,23.22100,23.20100,23.18300,23.16600,23.14800,
SGD,本行買入,24.19000,24.68000,24.67000,24.65000,24.62200,24.60300,24.57900,24.55500,24.53200,本行賣出,25.10000,24.86000,24.85500,24.84400,24.81800,24.79900,24.78300,24.76800,24.75200,
CHF,本行買入,36.88000,37.56000,37.56600,37.57800,37.61500,37.66000,37.69600,37.73300,37.76900,本行賣出,38.08000,37.81000,37.83000,37.87000,37.91000,37.95500,38.00400,38.05300,38.10300,
JPY,本行買入,0.21340,0.22070,0.22070,0.22080,0.22100,0.22120,0.22130,0.22140,0.22150,本行賣出,0.22620,0.22470,0.22480,0.22500,0.22520,0.22540,0.22560,0.22590,0.22610,
ZAR,本行買入,0.00000,1.77900,1.77600,1.76900,1.76000,1.75100,1.74200,1.73300,1.72400,本行賣出,0.00000,1.85900,1.85600,1.85100,1.84200,1.83400,1.82500,1.81700,1.80900,
SEK,本行買入,0.00000,3.28000,3.27900,3.27600,3.27300,3.27100,3.26800,3.26500,3.26100,本行賣出,0.00000,3.38000,3.38000,3.37900,3.37700,3.37500,3.37300,3.37200,3.37000,
NZD,本行買入,18.45000,18.83000,18.81500,18.78400,18.74800,18.71700,18.68400,18.65100,18.61800,本行賣出,19.30000,19.03000,19.02200,19.00600,18.97200,18.94300,18.91600,18.88900,18.83200,
THB,本行買入,0.85080,0.96420,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.04080,1.00420,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.51410,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.64610,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00168,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00238,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,35.15000,35.77000,35.75600,35.72700,35.69000,35.67000,35.64400,35.61700,35.57100,本行賣出,36.49000,36.17000,36.16400,36.15100,36.12200,36.10800,36.09500,36.08100,36.06700,
KRW,本行買入,0.02082,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02472,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00107,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00148,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.45700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.98200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.47600,4.54800,4.54730,4.54590,4.54200,4.54030,4.53880,4.53650,4.53570,本行賣出,4.63800,4.59800,4.59800,4.59790,4.59540,4.59320,4.59320,4.59310,4.59310,
