幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.23000,31.58000,31.56400,31.50100,31.45800,31.39600,31.33600,31.27900,31.22400,本行賣出,31.90000,31.68000,31.66700,31.61100,31.57400,31.51900,31.46800,31.41800,31.36900,
HKD,本行買入,3.90100,4.02700,4.02500,4.02200,4.01700,4.01200,4.00700,4.00200,3.99800,本行賣出,4.10500,4.08700,4.08600,4.08400,4.08100,4.07600,4.07200,4.06900,4.06500,
GBP,本行買入,41.32000,42.33000,42.29200,42.21500,42.12600,42.03200,41.94900,41.86700,41.78500,本行賣出,43.44000,42.73000,42.70800,42.66300,42.58700,42.49300,42.42100,42.35000,42.27800,
AUD,本行買入,20.78000,21.07000,21.05300,21.01800,20.97500,20.92800,20.88400,20.84000,20.79200,本行賣出,21.56000,21.27000,21.26000,21.24000,21.20200,21.15500,21.11800,21.07800,21.03500,
CAD,本行買入,22.28000,22.68000,22.67200,22.65600,22.63800,22.61800,22.60000,22.58200,22.56400,本行賣出,23.19000,22.88000,22.87700,22.87100,22.85800,22.84100,22.83000,22.81900,22.80800,
SGD,本行買入,23.99000,24.48000,24.47700,24.47000,24.46700,24.46600,24.46400,24.46200,24.46000,本行賣出,24.90000,24.66000,24.66300,24.66900,24.67000,24.67100,24.67800,24.68600,24.69300,
CHF,本行買入,38.67000,39.35000,39.35800,39.37400,39.41300,39.45900,39.50300,39.54700,39.59100,本行賣出,39.87000,39.60000,39.62400,39.67300,39.72200,39.77100,39.82800,39.88600,39.94300,
JPY,本行買入,0.18950,0.19680,0.19680,0.19690,0.19700,0.19710,0.19720,0.19730,0.19740,本行賣出,0.20230,0.20080,0.20090,0.20110,0.20130,0.20140,0.20160,0.20180,0.20200,
ZAR,本行買入,0.00000,1.89300,1.89000,1.88400,1.87700,1.86900,1.86000,1.85200,1.84400,本行賣出,0.00000,1.97300,1.97100,1.96600,1.95900,1.95100,1.94400,1.93600,1.92900,
SEK,本行買入,0.00000,3.39000,3.38900,3.38600,3.38500,3.38300,3.38100,3.37900,3.37700,本行賣出,0.00000,3.49000,3.49000,3.49000,3.49000,3.48800,3.48800,3.48700,3.48700,
NZD,本行買入,17.70000,18.08000,18.07100,18.05300,18.03400,18.01600,18.00000,17.98300,17.96700,本行賣出,18.55000,18.28000,18.27900,18.27800,18.26400,18.24600,18.23400,18.22200,18.21100,
THB,本行買入,0.87810,0.99150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.06810,1.03150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.46640,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.59840,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,36.02000,36.64000,36.62600,36.59800,36.59400,36.57800,36.55800,36.53700,36.50500,本行賣出,37.36000,37.04000,37.03500,37.02400,37.02600,37.01200,36.70000,36.99900,36.99200,
KRW,本行買入,0.01972,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02362,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00139,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.78300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.30800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.44000,4.51200,4.51080,4.50850,4.50790,4.50720,4.50590,4.50400,4.50320,本行賣出,4.60200,4.56200,4.56200,4.56200,4.56160,4.56080,4.56100,4.56120,4.56140,
