幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.08500,31.43500,31.42000,31.36700,31.30900,31.24800,31.18400,31.12500,31.07300,本行賣出,31.75500,31.53500,31.52400,31.47400,31.42300,31.37000,31.31200,31.26000,31.21300,
HKD,本行買入,3.86500,3.99100,3.99000,3.98800,3.98600,3.98400,3.98000,3.97600,3.97200,本行賣出,4.06900,4.05100,4.05100,4.05100,4.04900,4.04700,4.04400,4.04200,4.03900,
GBP,本行買入,41.33000,42.34000,42.30100,42.22300,42.13500,42.04500,41.94400,41.84400,41.74300,本行賣出,43.45000,42.74000,42.71400,42.66300,42.57600,42.48700,42.39900,42.31200,42.22400,
AUD,本行買入,22.12000,22.41000,22.38800,22.34300,22.29000,22.23600,22.17900,22.12200,22.06300,本行賣出,22.90000,22.61000,22.59400,22.56100,22.50800,22.45400,22.40400,22.35400,22.30200,
CAD,本行買入,22.56000,22.96000,22.95000,22.93000,22.91500,22.90000,22.88000,22.86000,22.84000,本行賣出,23.47000,23.16000,23.15600,23.14700,23.13300,23.11800,23.10600,23.09400,23.08200,
SGD,本行買入,24.18000,24.67000,24.66500,24.65400,24.65400,24.65600,24.65900,24.66100,24.66400,本行賣出,25.09000,24.85000,24.85600,24.86700,24.86800,24.87100,24.88100,24.89000,24.90000,
CHF,本行買入,39.57000,40.25000,40.25900,40.27800,40.32500,40.37800,40.42900,40.48100,40.53400,本行賣出,40.77000,40.50000,40.52500,40.57600,40.62500,40.67900,40.74300,40.80700,40.87100,
JPY,本行買入,0.18870,0.19600,0.19600,0.19610,0.19620,0.19630,0.19640,0.19650,0.19660,本行賣出,0.20150,0.20000,0.20010,0.20020,0.20040,0.20050,0.20070,0.20090,0.20110,
ZAR,本行買入,0.00000,1.88100,1.87800,1.87100,1.86300,1.85500,1.84700,1.83800,1.83000,本行賣出,0.00000,1.96100,1.95900,1.95400,1.94600,1.93800,1.93100,1.92300,1.91500,
SEK,本行買入,0.00000,3.40000,3.39900,3.39600,3.39400,3.39200,3.39000,3.38700,3.38500,本行賣出,0.00000,3.50000,3.50000,3.50000,3.49800,3.49700,3.49600,3.49500,3.49400,
NZD,本行買入,18.12000,18.50000,18.48900,18.46800,18.45100,18.43400,18.41400,18.39500,18.37500,本行賣出,18.97000,18.70000,18.69700,18.69000,18.67300,18.65600,18.64300,18.62900,18.61600,
THB,本行買入,0.85250,0.96590,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.04250,1.00590,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.45930,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.59130,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,36.23000,36.85000,36.84100,36.82300,36.80300,36.78200,36.75500,36.72700,36.68400,本行賣出,37.57000,37.25000,37.24700,37.24100,37.22500,37.20900,37.19400,37.17900,37.16400,
KRW,本行買入,0.01967,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02357,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00097,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00138,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.93500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.46000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.52200,4.59400,4.59390,4.59380,4.59520,4.59640,4.59680,4.59750,4.59760,本行賣出,4.68400,4.64400,4.64480,4.64650,4.64750,4.64830,4.64980,4.65130,4.65280,
