幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.20000,31.55000,31.53300,31.49000,31.42100,31.36700,31.30600,31.24500,31.19400,本行賣出,31.87000,31.65000,31.63700,31.59800,31.53700,31.49000,31.43800,31.38400,31.33700,
HKD,本行買入,3.89000,4.01600,4.01400,4.01100,4.00700,4.00300,3.99800,3.99300,3.98800,本行賣出,4.09400,4.07600,4.07500,4.07400,4.06900,4.06600,4.06200,4.05900,4.05500,
GBP,本行買入,42.05000,43.06000,43.02600,42.95700,42.86100,42.78400,42.70200,42.62000,42.53800,本行賣出,44.17000,43.46000,43.44200,43.40500,43.31000,43.23900,43.17100,43.10300,43.03500,
AUD,本行買入,21.54000,21.83000,21.81300,21.77800,21.72700,21.68500,21.63700,21.58700,21.53400,本行賣出,22.32000,22.03000,22.02100,22.00200,21.95100,21.91300,21.87200,21.82800,21.78300,
CAD,本行買入,22.65000,23.05000,23.04100,23.02400,23.00400,22.99400,22.97800,22.96200,22.94600,本行賣出,23.56000,23.25000,23.24900,23.24800,23.22900,23.22300,23.21500,23.20700,23.19900,
SGD,本行買入,24.27000,24.76000,24.75600,24.74900,24.75300,24.75600,24.75700,24.75800,24.76000,本行賣出,25.18000,24.94000,24.94600,24.95800,24.96200,24.97000,24.97900,24.98900,24.99800,
CHF,本行買入,40.07000,40.75000,40.75700,40.77200,40.83500,40.88300,40.93400,40.98600,41.03800,本行賣出,41.27000,41.00000,41.02600,41.07700,41.14100,41.19700,41.26100,41.32600,41.39100,
JPY,本行買入,0.19480,0.20210,0.20210,0.20220,0.20220,0.20240,0.20250,0.20260,0.20260,本行賣出,0.20760,0.20610,0.20620,0.20630,0.20640,0.20670,0.20690,0.20700,0.20720,
ZAR,本行買入,0.00000,1.91400,1.91100,1.90500,1.89600,1.88900,1.88000,1.87200,1.86400,本行賣出,0.00000,1.99400,1.99200,1.98800,1.97900,1.97200,1.96400,1.95700,1.95000,
SEK,本行買入,0.00000,3.50000,3.49900,3.49700,3.49500,3.49400,3.49200,3.49000,3.48800,本行賣出,0.00000,3.60000,3.60000,3.60100,3.59900,3.59900,3.59800,3.59800,3.59800,
NZD,本行買入,18.51000,18.89000,18.88100,18.86300,18.84600,18.83200,18.81400,18.79500,18.77700,本行賣出,19.36000,19.09000,19.09000,19.08900,19.07200,19.06000,19.04900,19.03700,19.02500,
THB,本行買入,0.86820,0.98160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.05820,1.02160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.47060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.60260,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,36.66000,37.28000,37.26900,37.24800,37.22300,37.20800,37.18600,37.16500,37.13000,本行賣出,38.00000,37.68000,37.68000,37.67900,37.66100,37.65200,37.64300,37.63400,37.62500,
KRW,本行買入,0.01993,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02383,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.99100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.51600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.45000,4.52200,4.52100,4.51890,4.51830,4.51800,4.51640,4.51430,4.51320,本行賣出,4.61200,4.57200,4.57220,4.57260,4.57250,4.57250,4.57240,4.57230,4.57230,
