幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.67500,30.02500,30.00400,29.95200,29.87900,29.81600,29.75300,29.69100,29.63500,本行賣出,30.34500,30.12500,30.10900,30.06300,29.99800,29.94800,29.89000,29.83400,29.78600,
HKD,本行買入,3.71100,3.83700,3.83500,3.83000,3.82400,3.81800,3.81300,3.80700,3.80100,本行賣出,3.91500,3.89700,3.89600,3.89300,3.88700,3.88300,3.87800,3.87400,3.86900,
GBP,本行買入,39.81000,40.82000,40.78300,40.71000,40.61100,40.52200,40.42700,40.33200,40.23800,本行賣出,41.93000,41.22000,41.19700,41.15200,41.05500,40.97100,40.89100,40.81100,40.73100,
AUD,本行買入,19.58000,19.87000,19.85400,19.82300,19.78200,19.74800,19.71200,19.67600,19.63800,本行賣出,20.36000,20.07000,20.06000,20.04000,20.00000,19.96800,19.93900,19.91000,19.87800,
CAD,本行買入,21.33000,21.73000,21.71900,21.69600,21.67100,21.65100,21.62800,21.60500,21.58200,本行賣出,22.24000,21.93000,21.92600,21.91900,21.89400,21.87700,21.86200,21.84700,21.83100,
SGD,本行買入,22.94000,23.43000,23.42500,23.41600,23.41300,23.41300,23.41100,23.40800,23.40600,本行賣出,23.85000,23.61000,23.61400,23.62200,23.62100,23.62300,23.62900,23.63500,23.64100,
CHF,本行買入,37.31000,37.99000,37.99800,38.01500,38.06400,38.10700,38.14900,38.19100,38.23300,本行賣出,38.51000,38.24000,38.26400,38.31100,38.36200,38.41000,38.46700,38.52400,38.58100,
JPY,本行買入,0.19520,0.20250,0.20250,0.20260,0.20270,0.20290,0.20300,0.20310,0.20320,本行賣出,0.20800,0.20650,0.20660,0.20680,0.20700,0.20720,0.20740,0.20770,0.20790,
ZAR,本行買入,0.00000,1.69000,1.68700,1.68100,1.67300,1.66600,1.65800,1.65000,1.64200,本行賣出,0.00000,1.77000,1.76800,1.76400,1.75500,1.74800,1.74100,1.73400,1.72700,
SEK,本行買入,0.00000,3.19000,3.18900,3.18700,3.18500,3.18300,3.18100,3.17900,3.17700,本行賣出,0.00000,3.29000,3.29000,3.29000,3.28900,3.28700,3.28700,3.28700,3.28700,
NZD,本行買入,17.30000,17.68000,17.66800,17.64400,17.61900,17.59700,17.57400,17.55100,17.52800,本行賣出,18.15000,17.88000,17.87500,17.86600,17.84300,17.82200,17.80600,17.78900,17.77300,
THB,本行買入,0.81610,0.92950,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.00610,0.96950,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.46120,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.59320,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00148,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,34.77000,35.39000,35.38200,35.36500,35.34500,35.32700,35.30400,35.28100,35.24500,本行賣出,36.11000,35.79000,35.78900,35.78800,35.77200,35.76200,35.75300,35.74500,35.73600,
KRW,本行買入,0.01997,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02387,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00092,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00133,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.14000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.66500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.13600,4.20800,4.20750,4.20650,4.20650,4.20610,4.20440,4.20220,4.20080,本行賣出,4.29800,4.25800,4.25820,4.25850,4.25850,4.25840,4.25820,4.25800,4.25790,
