幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,32.52500,32.87500,32.85200,32.79000,32.69200,32.61300,32.52300,32.43300,32.35000,本行賣出,33.19500,32.97500,32.95800,32.90600,32.82200,32.75000,32.67100,32.59500,32.52500,
HKD,本行買入,4.07700,4.20300,4.19900,4.19200,4.18400,4.17600,4.16700,4.15800,4.14900,本行賣出,4.28100,4.26300,4.26000,4.25500,4.24700,4.23900,4.23100,4.22300,4.21500,
GBP,本行買入,40.29000,41.30000,41.25400,41.16200,41.06300,40.96200,40.85600,40.75100,40.64600,本行賣出,42.41000,41.70000,41.66800,41.60300,41.50600,41.40800,41.31500,41.22200,41.12800,
AUD,本行買入,20.07000,20.36000,20.34000,20.29900,20.25600,20.21100,20.16300,20.11600,20.06800,本行賣出,20.85000,20.56000,20.54600,20.51800,20.47600,20.43000,20.38800,20.34700,20.30500,
CAD,本行買入,22.30000,22.70000,22.68700,22.66000,22.63900,22.61400,22.58700,22.56000,22.53300,本行賣出,23.21000,22.90000,22.89200,22.87500,22.85500,22.83100,22.81100,22.79000,22.76900,
SGD,本行買入,23.84000,24.33000,24.31600,24.28800,24.26500,24.24200,24.21300,24.18400,24.15500,本行賣出,24.75000,24.51000,24.50300,24.49000,24.46900,24.44400,24.42300,24.40200,24.38200,
CHF,本行買入,35.70000,36.38000,36.38200,36.38700,36.43900,36.47400,36.50900,36.54400,36.57900,本行賣出,36.90000,36.63000,36.64700,36.68100,36.73400,36.76900,36.81600,36.86300,36.91000,
JPY,本行買入,0.21000,0.21730,0.21730,0.21740,0.21770,0.21780,0.21790,0.21810,0.21820,本行賣出,0.22280,0.22130,0.22140,0.22160,0.22200,0.22210,0.22230,0.22260,0.22280,
ZAR,本行買入,0.00000,1.72500,1.72200,1.71500,1.70600,1.69700,1.68900,1.68000,1.67100,本行賣出,0.00000,1.80500,1.80200,1.79700,1.78800,1.77900,1.77100,1.76300,1.75400,
SEK,本行買入,0.00000,3.03000,3.02900,3.02600,3.02500,3.02300,3.02000,3.01800,3.01600,本行賣出,0.00000,3.13000,3.13000,3.12900,3.12800,3.12600,3.12500,3.12300,3.12200,
NZD,本行買入,17.97000,18.35000,18.33300,18.29800,18.26800,18.23500,18.20300,18.17000,18.13700,本行賣出,18.82000,18.55000,18.54000,18.51900,18.49000,18.45800,18.43000,18.40300,18.37500,
THB,本行買入,0.83190,0.94530,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.02190,0.98530,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.50290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.63490,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00163,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00233,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,33.44000,34.06000,34.04700,34.02200,33.99100,33.96400,33.93500,33.90500,33.85700,本行賣出,34.78000,34.46000,34.45200,34.43600,34.41000,34.39200,34.37700,34.36200,34.34600,
KRW,本行買入,0.02081,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02471,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00106,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00147,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.34900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.87400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.41100,4.48300,4.48160,4.47880,4.47600,4.47230,4.46830,4.46310,4.46040,本行賣出,4.57300,4.53300,4.53260,4.53190,4.52950,4.52690,4.52480,4.52280,4.52070,
