幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.13000,31.48000,31.45800,31.41200,31.35200,31.29100,31.22800,31.16800,31.11000,本行賣出,31.80000,31.58000,31.56200,31.52000,31.46700,31.41300,31.35700,31.30300,31.25000,
HKD,本行買入,3.86900,3.99500,3.99400,3.99200,3.99000,3.98800,3.98400,3.98000,3.97600,本行賣出,4.07300,4.05500,4.05500,4.05500,4.05300,4.05100,4.04800,4.04600,4.04300,
GBP,本行買入,41.46000,42.47000,42.43100,42.35300,42.26500,42.17500,42.07400,41.97400,41.87300,本行賣出,43.58000,42.87000,42.84400,42.79300,42.70600,42.61700,42.52900,42.44200,42.35400,
AUD,本行買入,22.21000,22.50000,22.47800,22.43300,22.38000,22.32600,22.26900,22.21200,22.15300,本行賣出,22.99000,22.70000,22.68400,22.65100,22.59800,22.54400,22.49400,22.44400,22.39200,
CAD,本行買入,22.60000,23.00000,22.99000,22.97000,22.95500,22.94000,22.92000,22.90000,22.88000,本行賣出,23.51000,23.20000,23.19600,23.18700,23.17300,23.15800,23.14600,23.13400,23.12200,
SGD,本行買入,24.20000,24.69000,24.68500,24.67400,24.67400,24.67600,24.67900,24.68100,24.68400,本行賣出,25.11000,24.87000,24.87600,24.88700,24.88800,24.89100,24.90100,24.91000,24.92000,
CHF,本行買入,39.62000,40.30000,40.30900,40.32800,40.37500,40.42800,40.47900,40.53100,40.58400,本行賣出,40.82000,40.55000,40.57500,40.62600,40.67500,40.72900,40.79300,40.85700,40.92100,
JPY,本行買入,0.18880,0.19610,0.19610,0.19620,0.19630,0.19640,0.19650,0.19660,0.19670,本行賣出,0.20160,0.20010,0.20020,0.20030,0.20050,0.20060,0.20080,0.20100,0.20120,
ZAR,本行買入,0.00000,1.87900,1.87600,1.86900,1.86100,1.85300,1.84500,1.83600,1.82800,本行賣出,0.00000,1.95900,1.95700,1.95200,1.94400,1.93600,1.92900,1.92100,1.91300,
SEK,本行買入,0.00000,3.40000,3.39900,3.39600,3.39400,3.39200,3.39000,3.38700,3.38500,本行賣出,0.00000,3.50000,3.50000,3.50000,3.49800,3.49700,3.49600,3.49500,3.49400,
NZD,本行買入,18.20000,18.58000,18.56900,18.54800,18.53100,18.51400,18.49400,18.47500,18.45500,本行賣出,19.05000,18.78000,18.77700,18.77000,18.75300,18.73600,18.72300,18.70900,18.69600,
THB,本行買入,0.85270,0.96610,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.04270,1.00610,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.45830,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.59030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,36.25000,36.87000,36.85900,36.83800,36.81700,36.79500,36.76200,36.72900,36.67800,本行賣出,37.59000,37.27000,37.26900,37.26600,37.25000,37.23300,37.21600,37.20000,37.18300,
KRW,本行買入,0.01963,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02353,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00097,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00138,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.95300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.47800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.52400,4.59600,4.59580,4.59550,4.59680,4.59800,4.59830,4.59870,4.59880,本行賣出,4.68600,4.64600,4.64680,4.64840,4.64940,4.65020,4.65170,4.65330,4.65490,
