幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.00000,31.35000,31.33500,31.28700,31.22300,31.16500,31.10400,31.04300,30.99000,本行賣出,31.67000,31.45000,31.43900,31.39600,31.33900,31.28900,31.23600,31.18200,31.13500,
HKD,本行買入,3.85300,3.97900,3.97800,3.97500,3.97100,3.96700,3.96400,3.96000,3.95600,本行賣出,4.05700,4.03900,4.03900,4.03800,4.03400,4.03100,4.02900,4.02600,4.02400,
GBP,本行買入,41.57000,42.58000,42.54500,42.47600,42.38500,42.29300,42.19200,42.09100,41.99000,本行賣出,43.69000,42.98000,42.95900,42.91600,42.82900,42.74000,42.65000,42.55900,42.46800,
AUD,本行買入,22.41000,22.70000,22.67800,22.63300,22.57500,22.51800,22.45900,22.39700,22.33600,本行賣出,23.19000,22.90000,22.88500,22.85400,22.79700,22.74300,22.68900,22.63400,22.57900,
CAD,本行買入,22.55000,22.95000,22.94200,22.92700,22.91100,22.89600,22.87600,22.85600,22.83600,本行賣出,23.46000,23.15000,23.14800,23.14300,23.12900,23.11700,23.10300,23.08900,23.07500,
SGD,本行買入,24.23000,24.72000,24.71600,24.70900,24.71400,24.71700,24.72300,24.72900,24.73400,本行賣出,25.14000,24.90000,24.90700,24.92200,24.92700,24.93400,24.94700,24.95900,24.97100,
CHF,本行買入,39.56000,40.24000,40.25100,40.27400,40.32800,40.37600,40.42700,40.47900,40.53100,本行賣出,40.76000,40.49000,40.51700,40.57000,40.62700,40.68300,40.74600,40.81000,40.87500,
JPY,本行買入,0.19170,0.19900,0.19900,0.19910,0.19920,0.19930,0.19940,0.19950,0.19960,本行賣出,0.20450,0.20300,0.20310,0.20330,0.20340,0.20350,0.20370,0.20390,0.20410,
ZAR,本行買入,0.00000,1.88200,1.87900,1.87300,1.86500,1.85700,1.84800,1.84000,1.83200,本行賣出,0.00000,1.96200,1.96000,1.95500,1.94700,1.93900,1.93100,1.92300,1.91600,
SEK,本行買入,0.00000,3.36000,3.35900,3.35700,3.35600,3.35400,3.35200,3.35000,3.34800,本行賣出,0.00000,3.46000,3.46000,3.46100,3.46000,3.45900,3.45800,3.45700,3.45600,
NZD,本行買入,18.29000,18.67000,18.66100,18.64200,18.62600,18.60500,18.58300,18.56000,18.53800,本行賣出,19.14000,18.87000,18.86800,18.86500,18.84800,18.82900,18.81200,18.79500,18.77700,
THB,本行買入,0.84900,0.96240,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.03900,1.00240,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.45400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.58600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,36.13000,36.75000,36.74200,36.72600,36.70000,36.67800,36.64700,36.61500,36.56700,本行賣出,37.47000,37.15000,37.14900,37.14800,37.12900,37.11200,37.09300,37.07500,37.05500,
KRW,本行買入,0.01995,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02385,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00097,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00138,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,7.00600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.53100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.52000,4.59200,4.59200,4.59210,4.59330,4.59440,4.59510,4.59600,4.59640,本行賣出,4.68200,4.64200,4.64270,4.64420,4.64560,4.64650,4.64800,4.64940,4.65090,
