幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.63500,31.98500,31.96900,31.92100,31.85700,31.79100,31.73300,31.67100,31.60600,本行賣出,32.30500,32.08500,32.07300,32.02900,31.97300,31.91400,31.86600,31.81200,31.75300,
HKD,本行買入,3.92900,4.05500,4.05300,4.05000,4.04700,4.04300,4.03700,4.03100,4.02500,本行賣出,4.13300,4.11500,4.11400,4.11300,4.11000,4.10700,4.10200,4.09800,4.09400,
GBP,本行買入,41.62000,42.63000,42.59600,42.52800,42.45000,42.37500,42.29200,42.20900,42.12600,本行賣出,43.74000,43.03000,43.00800,42.96400,42.89200,42.82100,42.75000,42.67800,42.60700,
AUD,本行買入,21.83000,22.12000,22.09800,22.05500,22.00200,21.95200,21.89800,21.84300,21.79000,本行賣出,22.61000,22.32000,22.30400,22.27300,22.22400,22.17600,22.12700,22.07900,22.03100,
CAD,本行買入,22.12000,22.52000,22.51300,22.50000,22.48700,22.47700,22.46500,22.45300,22.44100,本行賣出,23.03000,22.72000,22.71900,22.71700,22.70700,22.69900,22.69400,22.68800,22.68300,
SGD,本行買入,24.22000,24.71000,24.70800,24.70300,24.70900,24.71700,24.72500,24.73300,24.74100,本行賣出,25.13000,24.89000,24.89700,24.91000,24.92000,24.93100,24.94500,24.96000,24.97400,
CHF,本行買入,38.90000,39.58000,39.59400,39.62200,39.67800,39.73800,39.80000,39.86200,39.92500,本行賣出,40.10000,39.83000,39.85700,39.91000,39.97200,40.03600,40.10800,40.18100,40.25500,
JPY,本行買入,0.18820,0.19550,0.19550,0.19550,0.19570,0.19580,0.19590,0.19600,0.19610,本行賣出,0.20100,0.19950,0.19960,0.19970,0.19990,0.20010,0.20030,0.20050,0.20060,
ZAR,本行買入,0.00000,1.92400,1.92100,1.91400,1.90600,1.89800,1.88900,1.88100,1.87300,本行賣出,0.00000,2.00400,2.00100,1.99600,1.98800,1.98100,1.97300,1.96500,1.95700,
SEK,本行買入,0.00000,3.27000,3.26900,3.26800,3.26700,3.26700,3.26600,3.26500,3.26500,本行賣出,0.00000,3.37000,3.37000,3.37100,3.37100,3.37000,3.37100,3.37100,3.37200,
NZD,本行買入,17.84000,18.22000,18.21000,18.19100,18.17700,18.16100,18.14200,18.12300,18.10300,本行賣出,18.69000,18.42000,18.41900,18.41800,18.40600,18.39100,18.37700,18.36300,18.35000,
THB,本行買入,0.83130,0.94470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.02130,0.98470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.45500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.58700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,35.78000,36.40000,36.38600,36.35800,36.33000,36.30700,36.28100,36.25500,36.21100,本行賣出,37.12000,36.80000,36.80100,36.80200,36.78300,36.76500,36.75200,36.74000,36.72700,
KRW,本行買入,0.01957,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02347,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00141,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.84800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.37300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.61300,4.68500,4.68430,4.68290,4.68390,4.68580,4.68700,4.68840,4.68940,本行賣出,4.77500,4.73500,4.73620,4.73850,4.73960,4.74120,4.74330,4.74540,4.74760,
