幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,32.37500,32.72500,32.69900,32.63000,32.54700,32.45200,32.36900,32.28400,32.20000,本行賣出,33.04500,32.82500,32.80400,32.74500,32.67200,32.59000,32.52000,32.44400,32.36800,
HKD,本行買入,4.05100,4.17700,4.17300,4.16500,4.15600,4.14600,4.13700,4.12800,4.11800,本行賣出,4.25500,4.23700,4.23400,4.22900,4.22100,4.21100,4.20300,4.19500,4.18800,
GBP,本行買入,39.19000,40.20000,40.15100,40.05200,39.94600,39.81500,39.70500,39.59500,39.48500,本行賣出,41.31000,40.60000,40.57000,40.51000,40.40800,40.28100,40.18200,40.08200,39.98300,
AUD,本行買入,20.13000,20.42000,20.39700,20.35100,20.30300,20.24500,20.19800,20.15000,20.10300,本行賣出,20.91000,20.62000,20.60800,20.58300,20.53600,20.47800,20.43800,20.39700,20.35700,
CAD,本行買入,22.37000,22.77000,22.75600,22.72700,22.69700,22.65700,22.62700,22.59700,22.56800,本行賣出,23.28000,22.97000,22.96200,22.94700,22.91800,22.87800,22.85600,22.83400,22.81200,
SGD,本行買入,23.61000,24.10000,24.08400,24.05300,24.02300,23.98700,23.95900,23.93100,23.90200,本行賣出,24.52000,24.28000,24.27500,24.26400,24.23600,24.19900,24.17900,24.15900,24.13900,
CHF,本行買入,35.34000,36.02000,36.02100,36.02400,36.05100,36.07100,36.10500,36.14000,36.17600,本行賣出,36.54000,36.27000,36.29000,36.32900,36.35800,36.39100,36.44300,36.49600,36.54800,
JPY,本行買入,0.20070,0.20800,0.20800,0.20810,0.20820,0.20840,0.20850,0.20870,0.20880,本行賣出,0.21350,0.21200,0.21210,0.21230,0.21250,0.21270,0.21300,0.21320,0.21350,
ZAR,本行買入,0.00000,1.72500,1.72100,1.71400,1.70500,1.69600,1.68700,1.67800,1.66900,本行賣出,0.00000,1.80500,1.80200,1.79700,1.78800,1.77900,1.77000,1.76200,1.75400,
SEK,本行買入,0.00000,2.94000,2.93800,2.93500,2.93300,2.92900,2.92600,2.92400,2.92100,本行賣出,0.00000,3.04000,3.04000,3.03900,3.03700,3.03400,3.03200,3.03100,3.02900,
NZD,本行買入,18.07000,18.45000,18.42900,18.38800,18.35200,18.30900,18.27600,18.24300,18.21000,本行賣出,18.92000,18.65000,18.64100,18.62200,18.58400,18.54100,18.51500,18.48800,18.46200,
THB,本行買入,0.83990,0.95330,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.02990,0.99330,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.49430,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.62630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00168,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00238,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,33.32000,33.94000,33.92200,33.88500,33.83400,33.80400,33.77200,33.73900,33.68300,本行賣出,34.66000,34.34000,34.33000,34.31000,34.26800,34.24800,34.22800,34.20700,34.18600,
KRW,本行買入,0.02110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00108,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00149,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.34100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.86600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.40100,4.47300,4.47110,4.46740,4.46070,4.45640,4.45210,4.44600,4.44350,本行賣出,4.56300,4.52300,4.52270,4.52200,4.51750,4.51230,4.50930,4.50620,4.50310,
