幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.54500,29.89500,29.87400,29.81300,29.72700,29.64500,29.55900,29.48600,29.40500,本行賣出,30.21500,29.99500,29.98000,29.92700,29.85500,29.78500,29.71000,29.64700,29.58100,
HKD,本行買入,3.65900,3.78500,3.78500,3.78600,3.78700,3.78600,3.78000,3.77400,3.76900,本行賣出,3.86300,3.84500,3.84700,3.85000,3.85000,3.84900,3.84500,3.84100,3.83700,
GBP,本行買入,39.43000,40.44000,40.39800,40.31400,40.20500,40.10900,40.00300,39.89800,39.79300,本行賣出,41.55000,40.84000,40.81600,40.76700,40.66100,40.56900,40.47900,40.39000,40.30100,
AUD,本行買入,19.13000,19.42000,19.40200,19.36600,19.32100,19.28300,19.24200,19.20200,19.16000,本行賣出,19.91000,19.62000,19.61000,19.59000,19.54700,19.51000,19.47700,19.44400,19.41100,
CAD,本行買入,21.39000,21.79000,21.77900,21.75600,21.72800,21.70800,21.68100,21.65300,21.62600,本行賣出,22.30000,21.99000,21.98600,21.97900,21.95100,21.93100,21.91500,21.89800,21.88200,
SGD,本行買入,22.73000,23.22000,23.21000,23.18900,23.16800,23.15600,23.13800,23.12000,23.10100,本行賣出,23.64000,23.40000,23.39900,23.39700,23.38200,23.36600,23.35800,23.34900,23.34100,
CHF,本行買入,35.71000,36.39000,36.39500,36.40400,36.45100,36.49200,36.52900,36.56600,36.60400,本行賣出,36.91000,36.64000,36.66100,36.70300,36.75500,36.79600,36.84900,36.90200,36.95600,
JPY,本行買入,0.19850,0.20580,0.20580,0.20590,0.20600,0.20620,0.20630,0.20640,0.20650,本行賣出,0.21130,0.20980,0.20990,0.21010,0.21040,0.21060,0.21080,0.21100,0.21120,
ZAR,本行買入,0.00000,1.64900,1.64600,1.64000,1.63100,1.62400,1.61500,1.60700,1.59900,本行賣出,0.00000,1.72900,1.72700,1.72200,1.71400,1.70600,1.69900,1.69100,1.68400,
SEK,本行買入,0.00000,3.07000,3.06900,3.06600,3.06300,3.06100,3.05800,3.05500,3.05200,本行賣出,0.00000,3.17000,3.17000,3.16900,3.16700,3.16500,3.16400,3.16200,3.16100,
NZD,本行買入,17.64000,18.02000,18.00700,17.98000,17.94900,17.92400,17.89300,17.86200,17.83100,本行賣出,18.49000,18.22000,18.21500,18.20400,18.17500,18.14900,18.12600,18.10300,18.07900,
THB,本行買入,0.78860,0.90200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.97860,0.94200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.47040,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.60240,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,33.39000,34.01000,34.00100,33.98400,33.96100,33.94400,33.92300,33.90200,33.86800,本行賣出,34.73000,34.41000,34.40900,34.40600,34.38900,34.38000,34.37200,34.36400,34.35500,
KRW,本行買入,0.02039,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00092,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00133,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.04400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.56900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.07100,4.14300,4.14240,4.14120,4.14040,4.14000,4.13870,4.13690,4.13600,本行賣出,4.23300,4.19300,4.19340,4.19410,4.19360,4.19320,4.19330,4.19330,4.19340,
