幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.17500,31.52500,31.50600,31.46000,31.40500,31.34300,31.28800,31.23000,31.17500,本行賣出,31.84500,31.62500,31.61000,31.56900,31.52000,31.46500,31.41700,31.36700,31.31700,
HKD,本行買入,3.89700,4.02300,4.02100,4.01800,4.01300,4.00800,4.00300,3.99800,3.99400,本行賣出,4.10100,4.08300,4.08200,4.08000,4.07700,4.07200,4.06800,4.06500,4.06100,
GBP,本行買入,41.24000,42.25000,42.21200,42.13500,42.04600,41.95200,41.86900,41.78700,41.70500,本行賣出,43.36000,42.65000,42.62800,42.58300,42.50700,42.41300,42.34100,42.27000,42.19800,
AUD,本行買入,20.75000,21.04000,21.02300,20.98800,20.94500,20.89800,20.85400,20.81000,20.76200,本行賣出,21.53000,21.24000,21.23000,21.21000,21.17200,21.12500,21.08800,21.04800,21.00500,
CAD,本行買入,22.25000,22.65000,22.64200,22.62600,22.60800,22.58800,22.57000,22.55200,22.53400,本行賣出,23.16000,22.85000,22.84700,22.84100,22.82800,22.81100,22.80000,22.78900,22.77800,
SGD,本行買入,24.02000,24.51000,24.50700,24.50000,24.49700,24.49600,24.49400,24.49200,24.49000,本行賣出,24.93000,24.69000,24.69300,24.69900,24.70000,24.70100,24.70800,24.71600,24.72300,
CHF,本行買入,38.77000,39.45000,39.45800,39.47400,39.51300,39.55900,39.60300,39.64700,39.69100,本行賣出,39.97000,39.70000,39.72400,39.77300,39.82200,39.87100,39.92800,39.98600,40.04300,
JPY,本行買入,0.19250,0.19980,0.19980,0.19980,0.19990,0.20000,0.20010,0.20020,0.20030,本行賣出,0.20530,0.20380,0.20390,0.20410,0.20420,0.20430,0.20450,0.20470,0.20490,
ZAR,本行買入,0.00000,1.87400,1.87100,1.86500,1.85800,1.85000,1.84100,1.83300,1.82500,本行賣出,0.00000,1.95400,1.95200,1.94700,1.94000,1.93200,1.92500,1.91700,1.91000,
SEK,本行買入,0.00000,3.38000,3.37900,3.37600,3.37500,3.37300,3.37100,3.36900,3.36700,本行賣出,0.00000,3.48000,3.48000,3.48000,3.48000,3.47800,3.47800,3.47700,3.47700,
NZD,本行買入,17.68000,18.06000,18.05100,18.03300,18.01400,17.99600,17.98000,17.96300,17.94700,本行賣出,18.53000,18.26000,18.25900,18.25800,18.24400,18.22600,18.21400,18.20200,18.19100,
THB,本行買入,0.87540,0.98880,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.06540,1.02880,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.46770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.59970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,36.05000,36.67000,36.66000,36.64100,36.62400,36.60800,36.59000,36.57200,36.54100,本行賣出,37.39000,37.07000,37.07000,37.07000,37.05800,37.04800,37.04200,37.03600,37.03000,
KRW,本行買入,0.02002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02392,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00139,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.74400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.26900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.42500,4.49700,4.49620,4.49470,4.49440,4.49430,4.49350,4.49250,4.49200,本行賣出,4.58700,4.54700,4.54730,4.54800,4.54760,4.54780,4.54820,4.54860,4.54900,
