幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,32.61000,32.96000,32.93400,32.85900,32.76700,32.68500,32.59700,32.51500,32.42000,本行賣出,33.28000,33.06000,33.04300,32.97900,32.90000,32.82500,32.76000,32.68500,32.62000,
HKD,本行買入,4.09700,4.22300,4.22000,4.21400,4.20600,4.19700,4.18900,4.18100,4.17200,本行賣出,4.30100,4.28300,4.28100,4.27700,4.26800,4.26000,4.25300,4.24600,4.23900,
GBP,本行買入,41.04000,42.05000,42.00500,41.91400,41.80000,41.69900,41.58700,41.47500,41.36200,本行賣出,43.16000,42.45000,42.42000,42.35900,42.24800,42.14800,42.05400,41.96000,41.86500,
AUD,本行買入,19.49000,19.78000,19.76000,19.72100,19.67100,19.62800,19.58200,19.53400,19.48800,本行賣出,20.27000,19.98000,19.96700,19.94200,19.89300,19.85000,19.81100,19.77100,19.73000,
CAD,本行買入,22.75000,23.15000,23.13800,23.11500,23.08900,23.06900,23.04400,23.01900,22.99400,本行賣出,23.66000,23.35000,23.34500,23.33500,23.31100,23.29100,23.27300,23.25600,23.23800,
SGD,本行買入,23.92000,24.41000,24.40000,24.38000,24.35200,24.33300,24.30900,24.28500,24.26200,本行賣出,24.83000,24.59000,24.58500,24.57400,24.54800,24.52900,24.51300,24.49800,24.48200,
CHF,本行買入,38.21000,38.89000,38.89600,38.90800,38.94500,38.99000,39.02600,39.06300,39.09900,本行賣出,39.41000,39.14000,39.16000,39.20000,39.24000,39.28500,39.33400,39.38300,39.43300,
JPY,本行買入,0.21740,0.22470,0.22470,0.22480,0.22500,0.22520,0.22530,0.22540,0.22550,本行賣出,0.23020,0.22870,0.22880,0.22900,0.22920,0.22940,0.22960,0.22990,0.23010,
ZAR,本行買入,0.00000,1.64000,1.63700,1.63000,1.62100,1.61200,1.60300,1.59400,1.58500,本行賣出,0.00000,1.72000,1.71700,1.71200,1.70300,1.69500,1.68600,1.67800,1.67000,
SEK,本行買入,0.00000,3.26000,3.25900,3.25600,3.25300,3.25100,3.24800,3.24500,3.24100,本行賣出,0.00000,3.36000,3.36000,3.35900,3.35700,3.35500,3.35300,3.35200,3.35000,
NZD,本行買入,17.89000,18.27000,18.25500,18.22400,18.18800,18.15700,18.12400,18.09100,18.05800,本行賣出,18.74000,18.47000,18.46200,18.44600,18.41200,18.38300,18.35600,18.32900,18.27200,
THB,本行買入,0.82520,0.93860,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.01520,0.97860,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.50960,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.64160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00163,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00233,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,35.53000,36.15000,36.13500,36.10500,36.06400,36.03700,36.00300,35.96800,35.91100,本行賣出,36.87000,36.55000,36.54300,36.52800,36.49300,36.47600,36.45900,36.44100,36.42200,
KRW,本行買入,0.02063,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02453,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00104,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.32100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.84600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.38100,4.45300,4.45100,4.44700,4.44270,4.44020,4.43730,4.43320,4.43170,本行賣出,4.54300,4.50300,4.50220,4.50060,4.49720,4.49510,4.49330,4.49140,4.48960,
