幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.59000,29.94000,29.92100,29.85800,29.78100,29.70800,29.63800,29.56400,29.49100,本行賣出,30.26000,30.04000,30.02400,29.96800,29.90100,29.83800,29.77800,29.71400,29.64900,
HKD,本行買入,3.68100,3.80700,3.80700,3.80700,3.80600,3.80500,3.80100,3.79700,3.79300,本行賣出,3.88500,3.86700,3.86800,3.87100,3.87000,3.87000,3.86700,3.86400,3.86100,
GBP,本行買入,39.45000,40.46000,40.42100,40.34400,40.24700,40.17000,40.08500,40.00000,39.91500,本行賣出,41.57000,40.86000,40.84000,40.80100,40.71300,40.64100,40.56900,40.49700,40.42500,
AUD,本行買入,19.14000,19.43000,19.41400,19.38200,19.34000,19.31000,19.27700,19.24500,19.21100,本行賣出,19.92000,19.63000,19.62100,19.60400,19.56700,19.53700,19.50900,19.48200,19.45500,
CAD,本行買入,21.25000,21.65000,21.63800,21.61400,21.58600,21.57200,21.55100,21.53000,21.50900,本行賣出,22.16000,21.85000,21.84800,21.84400,21.82000,21.80900,21.79400,21.77900,21.76500,
SGD,本行買入,22.81000,23.30000,23.29300,23.27800,23.27000,23.27000,23.26700,23.26300,23.26000,本行賣出,23.72000,23.48000,23.48500,23.49400,23.49000,23.49100,23.49400,23.49700,23.50100,
CHF,本行買入,36.42000,37.10000,37.10700,37.12000,37.16200,37.21700,37.26700,37.31700,37.36800,本行賣出,37.62000,37.35000,37.37700,37.43100,37.48100,37.53700,37.59800,37.65900,37.72000,
JPY,本行買入,0.19480,0.20210,0.20210,0.20220,0.20230,0.20250,0.20260,0.20270,0.20280,本行賣出,0.20760,0.20610,0.20620,0.20640,0.20660,0.20680,0.20700,0.20720,0.20740,
ZAR,本行買入,0.00000,1.67000,1.66700,1.66100,1.65300,1.64600,1.63800,1.63000,1.62300,本行賣出,0.00000,1.75000,1.74800,1.74300,1.73600,1.72900,1.72100,1.71400,1.70700,
SEK,本行買入,0.00000,3.10000,3.09900,3.09600,3.09400,3.09300,3.09200,3.09100,3.08900,本行賣出,0.00000,3.20000,3.20000,3.20100,3.19900,3.19900,3.19800,3.19800,3.19800,
NZD,本行買入,17.31000,17.69000,17.67700,17.65000,17.62200,17.60200,17.57900,17.55500,17.53200,本行賣出,18.16000,17.89000,17.88700,17.88000,17.85600,17.83700,17.81800,17.80000,17.78100,
THB,本行買入,0.79670,0.91010,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.98670,0.95010,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.45950,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.59150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,34.22000,34.84000,34.83100,34.81300,34.78600,34.77200,34.74600,34.72000,34.67900,本行賣出,35.56000,35.24000,35.23800,35.23500,35.22100,35.20600,35.19500,35.18300,35.17200,
KRW,本行買入,0.01987,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02377,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00092,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00133,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.08400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.60900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.07500,4.14700,4.14650,4.14540,4.14460,4.14420,4.14260,4.14060,4.13950,本行賣出,4.23700,4.19700,4.19730,4.19790,4.19770,4.19720,4.19710,4.19700,4.19690,
