幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.04500,31.39500,31.37500,31.32100,31.26500,31.19400,31.12900,31.07400,31.01000,本行賣出,31.71500,31.49500,31.47900,31.42900,31.38200,31.31900,31.26200,31.21400,31.15600,
HKD,本行買入,3.88900,4.01500,4.01300,4.00800,4.00300,3.99800,3.99200,3.98600,3.97900,本行賣出,4.09300,4.07500,4.07300,4.07000,4.06500,4.06100,4.05600,4.05100,4.04600,
GBP,本行買入,41.19000,42.20000,42.16200,42.08500,41.99700,41.91600,41.82600,41.73600,41.64600,本行賣出,43.31000,42.60000,42.57800,42.53300,42.44500,42.36700,42.29100,42.21500,42.13900,
AUD,本行買入,20.67000,20.96000,20.94200,20.90600,20.86400,20.82600,20.78200,20.73700,20.69100,本行賣出,21.45000,21.16000,21.15200,21.13500,21.09500,21.05700,21.02100,20.98200,20.94400,
CAD,本行買入,22.49000,22.89000,22.88400,22.87100,22.85500,22.84000,22.82000,22.79900,22.77900,本行賣出,23.40000,23.09000,23.08800,23.08500,23.07100,23.05600,23.04400,23.03300,23.02100,
SGD,本行買入,23.90000,24.39000,24.38600,24.37900,24.37900,24.38000,24.37300,24.36700,24.36100,本行賣出,24.81000,24.57000,24.57500,24.58500,24.58800,24.58800,24.59200,24.59500,24.59900,
CHF,本行買入,39.00000,39.68000,39.70000,39.73900,39.77600,39.81800,39.85700,39.89800,39.93800,本行賣出,40.20000,39.93000,39.95900,40.01600,40.05400,40.09700,40.15300,40.20900,40.26600,
JPY,本行買入,0.19180,0.19910,0.19910,0.19920,0.19930,0.19940,0.19950,0.19950,0.19960,本行賣出,0.20460,0.20310,0.20320,0.20330,0.20350,0.20370,0.20380,0.20400,0.20420,
ZAR,本行買入,0.00000,1.84700,1.84400,1.83800,1.82900,1.82200,1.81400,1.80600,1.79800,本行賣出,0.00000,1.92700,1.92500,1.92000,1.91200,1.90500,1.89700,1.89000,1.88200,
SEK,本行買入,0.00000,3.38000,3.37900,3.37700,3.37600,3.37400,3.37200,3.37000,3.36700,本行賣出,0.00000,3.48000,3.48000,3.48100,3.48000,3.47900,3.47800,3.47700,3.47500,
NZD,本行買入,17.84000,18.22000,18.21100,18.19400,18.17600,18.16100,18.14200,18.12300,18.10400,本行賣出,18.69000,18.42000,18.42000,18.41900,18.40200,18.38800,18.37500,18.36200,18.34900,
THB,本行買入,0.88380,0.99720,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.07380,1.03720,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.46920,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.60120,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,36.19000,36.81000,36.79700,36.77000,36.75200,36.72500,36.69900,36.67300,36.63000,本行賣出,37.53000,37.21000,37.20700,37.20200,37.19000,37.17100,37.16100,37.15100,37.14100,
KRW,本行買入,0.02003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02393,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00097,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00138,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.75000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.27500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.39000,4.46200,4.46100,4.45910,4.45810,4.45620,4.45460,4.45230,4.45130,本行賣出,4.55200,4.51200,4.51190,4.51170,4.51180,4.51070,4.51080,4.51080,4.51080,
