幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,31.53000,31.88000,31.84900,31.80300,31.73800,31.66300,31.60600,31.54100,31.48100,本行賣出,32.20000,31.98000,31.95400,31.91200,31.85400,31.78700,31.73800,31.68100,31.62600,
HKD,本行買入,3.92800,4.05400,4.05200,4.04900,4.04600,4.04300,4.03900,4.03500,4.03000,本行賣出,4.13200,4.11400,4.11300,4.11200,4.11000,4.10600,4.10400,4.10100,4.09800,
GBP,本行買入,41.55000,42.56000,42.52400,42.45200,42.38400,42.31100,42.23600,42.16200,42.08800,本行賣出,43.67000,42.96000,42.93700,42.89100,42.82600,42.75500,42.69300,42.63000,42.56700,
AUD,本行買入,21.84000,22.13000,22.11000,22.07000,22.02800,21.98000,21.93000,21.87700,21.82300,本行賣出,22.62000,22.33000,22.31600,22.28900,22.24900,22.20200,22.15800,22.11100,22.06300,
CAD,本行買入,22.67000,23.07000,23.06000,23.04100,23.03000,23.01600,23.00100,22.98600,22.97100,本行賣出,23.58000,23.27000,23.26800,23.26300,23.25400,23.24100,23.23300,23.22400,23.21600,
SGD,本行買入,24.37000,24.86000,24.85500,24.84500,24.85800,24.86100,24.86400,24.86700,24.87000,本行賣出,25.28000,25.04000,25.04500,25.05400,25.06800,25.07500,25.08500,25.09600,25.10600,
CHF,本行買入,39.59000,40.27000,40.28000,40.30100,40.37100,40.42100,40.47500,40.53000,40.58500,本行賣出,40.79000,40.52000,40.54200,40.58500,40.65700,40.71100,40.77800,40.84500,40.91200,
JPY,本行買入,0.19140,0.19870,0.19870,0.19870,0.19890,0.19900,0.19900,0.19910,0.19920,本行賣出,0.20420,0.20270,0.20280,0.20290,0.20310,0.20320,0.20340,0.20360,0.20390,
ZAR,本行買入,0.00000,1.84400,1.84100,1.83400,1.82600,1.81900,1.81100,1.80300,1.79500,本行賣出,0.00000,1.92400,1.92200,1.91700,1.90900,1.90200,1.89500,1.88800,1.88000,
SEK,本行買入,0.00000,3.38000,3.37900,3.37600,3.37500,3.37400,3.37300,3.37200,3.37100,本行賣出,0.00000,3.48000,3.48000,3.48000,3.48100,3.47900,3.47900,3.47900,3.47900,
NZD,本行買入,18.09000,18.47000,18.46100,18.44400,18.43400,18.41900,18.40300,18.38700,18.37000,本行賣出,18.94000,18.67000,18.66700,18.66000,18.65200,18.63800,18.62700,18.61600,18.60500,
THB,本行買入,0.84670,0.96010,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.03670,1.00010,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.46540,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.59740,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,36.20000,36.82000,36.80800,36.78400,36.75700,36.72500,36.69500,36.66500,36.61600,本行賣出,37.54000,37.22000,37.21600,37.20800,37.18600,37.16300,37.14600,37.12900,37.11200,
KRW,本行買入,0.01949,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02339,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,7.03300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,8.55800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.52800,4.60000,4.59960,4.59870,4.59770,4.59740,4.59740,4.59730,4.59750,本行賣出,4.69000,4.65000,4.65010,4.65030,4.65070,4.65010,4.65140,4.65260,4.65390,
