幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,32.70000,33.05000,33.02700,32.95200,32.86700,32.78200,32.69500,32.61900,32.53700,本行賣出,33.37000,33.15000,33.13300,33.06500,32.99100,32.91900,32.84500,32.77900,32.70800,
HKD,本行買入,4.09900,4.22500,4.22100,4.21400,4.20600,4.19800,4.18900,4.18000,4.17100,本行賣出,4.30300,4.28500,4.28200,4.27700,4.26900,4.26100,4.25300,4.24500,4.23700,
GBP,本行買入,41.68000,42.69000,42.64400,42.55200,42.45300,42.35200,42.24600,42.14100,42.03600,本行賣出,43.80000,43.09000,43.05800,42.99300,42.89600,42.79800,42.70500,42.61200,42.51800,
AUD,本行買入,20.44000,20.73000,20.71000,20.66900,20.62600,20.58100,20.53300,20.48600,20.43800,本行賣出,21.22000,20.93000,20.91600,20.88800,20.84600,20.80000,20.75800,20.71700,20.67500,
CAD,本行買入,22.61000,23.01000,22.99700,22.97000,22.94900,22.92400,22.89700,22.87000,22.84300,本行賣出,23.52000,23.21000,23.20200,23.18500,23.16500,23.14100,23.12100,23.10000,23.07900,
SGD,本行買入,24.12000,24.61000,24.59600,24.56800,24.54500,24.52200,24.49300,24.46400,24.43500,本行賣出,25.03000,24.79000,24.78300,24.77000,24.74900,24.72400,24.70300,24.68200,24.66200,
CHF,本行買入,36.73000,37.41000,37.41200,37.41700,37.46900,37.50400,37.53900,37.57400,37.60900,本行賣出,37.93000,37.66000,37.67700,37.71100,37.76400,37.79900,37.84600,37.89300,37.94000,
JPY,本行買入,0.21080,0.21810,0.21810,0.21820,0.21840,0.21860,0.21870,0.21880,0.21890,本行賣出,0.22360,0.22210,0.22220,0.22230,0.22260,0.22280,0.22300,0.22330,0.22350,
ZAR,本行買入,0.00000,1.78000,1.77700,1.77000,1.76100,1.75200,1.74400,1.73500,1.72600,本行賣出,0.00000,1.86000,1.85700,1.85200,1.84300,1.83400,1.82600,1.81800,1.80900,
SEK,本行買入,0.00000,3.26000,3.25900,3.25600,3.25500,3.25300,3.25000,3.24800,3.24600,本行賣出,0.00000,3.36000,3.36000,3.35900,3.35800,3.35600,3.35500,3.35300,3.35200,
NZD,本行買入,18.46000,18.84000,18.82300,18.78800,18.75800,18.72500,18.69300,18.66000,18.62700,本行賣出,19.31000,19.04000,19.03000,19.00900,18.98000,18.94800,18.92000,18.89300,18.86500,
THB,本行買入,0.84750,0.96090,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.03750,1.00090,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.51100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.64300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00163,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00233,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,34.90000,35.52000,35.50600,35.47800,35.44200,35.42200,35.39600,35.36900,35.32500,本行賣出,36.24000,35.92000,35.91200,35.89700,35.86700,35.85400,35.84000,35.82600,35.81200,
KRW,本行買入,0.02086,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02476,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00107,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00148,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.44400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.96900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.45500,4.52700,4.52610,4.52420,4.52060,4.51900,4.51750,4.51520,4.51450,本行賣出,4.61700,4.57700,4.57700,4.57700,4.57420,4.57290,4.57260,4.57230,4.57210,
