幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,30.43000,30.78000,30.76200,30.71200,30.64300,30.57800,30.52100,30.45500,30.40000,本行賣出,31.10000,30.88000,30.86600,30.82100,30.76200,30.70500,30.65500,30.59500,30.54600,
HKD,本行買入,3.81000,3.93600,3.93400,3.92900,3.92000,3.91500,3.90900,3.90300,3.89700,本行賣出,4.01400,3.99600,3.99400,3.99100,3.98400,3.97800,3.97300,3.96900,3.96400,
GBP,本行買入,39.30000,40.31000,40.27700,40.21200,40.12200,40.04000,39.96000,39.87900,39.79900,本行賣出,41.42000,40.71000,40.68800,40.64500,40.55700,40.47800,40.41000,40.34200,40.27500,
AUD,本行買入,19.80000,20.09000,20.07600,20.04700,20.00900,19.97200,19.93500,19.89900,19.86000,本行賣出,20.58000,20.29000,20.28100,20.26300,20.22600,20.19100,20.16100,20.12900,20.09900,
CAD,本行買入,21.49000,21.89000,21.88300,21.86900,21.85900,21.84600,21.83100,21.81500,21.80000,本行賣出,22.40000,22.09000,22.08900,22.08700,22.07700,22.06400,22.05800,22.05100,22.04400,
SGD,本行買入,23.10000,23.59000,23.58800,23.58300,23.58500,23.58800,23.58800,23.58800,23.58800,本行賣出,24.01000,23.77000,23.77600,23.78800,23.79300,23.79700,23.80500,23.81200,23.81900,
CHF,本行買入,37.48000,38.16000,38.17100,38.19200,38.25500,38.30600,38.35200,38.40000,38.44700,本行賣出,38.68000,38.41000,38.43600,38.48700,38.55200,38.60600,38.66600,38.72600,38.78600,
JPY,本行買入,0.19080,0.19810,0.19810,0.19820,0.19840,0.19860,0.19870,0.19880,0.19890,本行賣出,0.20360,0.20210,0.20220,0.20240,0.20260,0.20280,0.20310,0.20330,0.20350,
ZAR,本行買入,0.00000,1.74100,1.73800,1.73200,1.72400,1.71700,1.71000,1.70200,1.69500,本行賣出,0.00000,1.82100,1.81900,1.81500,1.80700,1.80000,1.79300,1.78600,1.78000,
SEK,本行買入,0.00000,3.21000,3.20900,3.20700,3.20600,3.20500,3.20300,3.20100,3.19900,本行賣出,0.00000,3.31000,3.31000,3.31100,3.31100,3.31000,3.30900,3.30900,3.30800,
NZD,本行買入,17.17000,17.55000,17.54200,17.52500,17.51200,17.49900,17.48500,17.47100,17.45600,本行賣出,18.02000,17.75000,17.74900,17.74600,17.73500,17.72300,17.71400,17.70500,17.69700,
THB,本行買入,0.82290,0.93630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.01290,0.97630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.45850,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.59050,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,34.76000,35.38000,35.37200,35.35600,35.34100,35.32600,35.30500,35.28500,35.25200,本行賣出,36.10000,35.78000,35.78000,35.78000,35.76900,35.75600,35.74800,35.74000,35.73200,
KRW,本行買入,0.01985,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02375,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00094,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.31900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.84400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.23200,4.30400,4.30360,4.30290,4.30290,4.30260,4.30120,4.29960,4.29860,本行賣出,4.39400,4.35400,4.35440,4.35510,4.35480,4.35440,4.35440,4.35440,4.35430,
