幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,32.65000,33.00000,32.97200,32.90500,32.81500,32.73300,32.64000,32.57000,32.49000,本行賣出,33.32000,33.10000,33.08200,33.02300,32.94700,32.87500,32.81000,32.75000,32.68000,
HKD,本行買入,4.09800,4.22400,4.22100,4.21500,4.20700,4.19800,4.19000,4.18200,4.17300,本行賣出,4.30200,4.28400,4.28200,4.27800,4.26900,4.26100,4.25400,4.24700,4.24000,
GBP,本行買入,41.45000,42.46000,42.41500,42.32400,42.21000,42.10900,41.99700,41.88500,41.77200,本行賣出,43.57000,42.86000,42.83000,42.76900,42.65800,42.55800,42.46400,42.37000,42.27500,
AUD,本行買入,19.47000,19.76000,19.74000,19.70100,19.65100,19.60800,19.56200,19.51400,19.46800,本行賣出,20.25000,19.96000,19.94700,19.92200,19.87300,19.83000,19.79100,19.75100,19.71000,
CAD,本行買入,22.74000,23.14000,23.12800,23.10500,23.07900,23.05900,23.03400,23.00900,22.98400,本行賣出,23.65000,23.34000,23.33500,23.32500,23.30100,23.28100,23.26300,23.24600,23.22800,
SGD,本行買入,23.96000,24.45000,24.44000,24.42000,24.39200,24.37300,24.34900,24.32500,24.30200,本行賣出,24.87000,24.63000,24.62500,24.61400,24.58800,24.56900,24.55300,24.53800,24.52200,
CHF,本行買入,38.18000,38.86000,38.86600,38.87800,38.91500,38.96000,38.99600,39.03300,39.06900,本行賣出,39.38000,39.11000,39.13000,39.17000,39.21000,39.25500,39.30400,39.35300,39.40300,
JPY,本行買入,0.21750,0.22480,0.22480,0.22490,0.22510,0.22530,0.22540,0.22550,0.22560,本行賣出,0.23030,0.22880,0.22890,0.22910,0.22930,0.22950,0.22970,0.23000,0.23020,
ZAR,本行買入,0.00000,1.66500,1.66200,1.65500,1.64600,1.63700,1.62800,1.61900,1.61000,本行賣出,0.00000,1.74500,1.74200,1.73700,1.72800,1.72000,1.71100,1.70300,1.69500,
SEK,本行買入,0.00000,3.24000,3.23900,3.23600,3.23300,3.23100,3.22800,3.22500,3.22100,本行賣出,0.00000,3.34000,3.34000,3.33900,3.33700,3.33500,3.33300,3.33200,3.33000,
NZD,本行買入,17.98000,18.36000,18.34500,18.31400,18.27800,18.24700,18.21400,18.18100,18.14800,本行賣出,18.83000,18.56000,18.55200,18.53600,18.50200,18.47300,18.44600,18.41900,18.36200,
THB,本行買入,0.82470,0.93810,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.01470,0.97810,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.50960,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.64160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00163,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00233,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,35.58000,36.20000,36.18100,36.14200,36.09400,36.07600,36.04400,36.01200,35.95700,本行賣出,36.92000,36.60000,36.59600,36.58900,36.55800,36.54100,36.52900,36.51800,36.50600,
KRW,本行買入,0.02081,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02471,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00106,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00147,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.36700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.89200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.41500,4.48700,4.48450,4.47950,4.47500,4.47290,4.47060,4.46700,4.46600,本行賣出,4.57700,4.53700,4.53650,4.53560,4.53250,4.53050,4.53050,4.53040,4.53040,
