幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,29.64500,29.99500,29.97600,29.90800,29.83700,29.76400,29.68900,29.62300,29.55300,本行賣出,30.31500,30.09500,30.07900,30.01900,29.95900,29.89400,29.82900,29.77300,29.71100,
HKD,本行買入,3.68400,3.81000,3.81000,3.81000,3.80900,3.80800,3.80400,3.80000,3.79600,本行賣出,3.88800,3.87000,3.87100,3.87400,3.87300,3.87300,3.87000,3.86700,3.86400,
GBP,本行買入,39.49000,40.50000,40.46100,40.38400,40.28700,40.21000,40.12500,40.04000,39.95500,本行賣出,41.61000,40.90000,40.88000,40.84100,40.75300,40.68100,40.60900,40.53700,40.46500,
AUD,本行買入,19.17000,19.46000,19.44400,19.41200,19.37000,19.34000,19.30700,19.27500,19.24100,本行賣出,19.95000,19.66000,19.65100,19.63400,19.59700,19.56700,19.53900,19.51200,19.48500,
CAD,本行買入,21.27000,21.67000,21.65800,21.63400,21.60600,21.59200,21.57100,21.55000,21.52900,本行賣出,22.18000,21.87000,21.86800,21.86400,21.84000,21.82900,21.81400,21.79900,21.78500,
SGD,本行買入,22.85000,23.34000,23.33300,23.31800,23.31000,23.31000,23.30700,23.30300,23.30000,本行賣出,23.76000,23.52000,23.52500,23.53400,23.53000,23.53100,23.53400,23.53700,23.54100,
CHF,本行買入,36.42000,37.10000,37.10700,37.12000,37.16200,37.21700,37.26700,37.31700,37.36800,本行賣出,37.62000,37.35000,37.37700,37.43100,37.48100,37.53700,37.59800,37.65900,37.72000,
JPY,本行買入,0.19450,0.20180,0.20180,0.20190,0.20200,0.20220,0.20230,0.20240,0.20250,本行賣出,0.20730,0.20580,0.20590,0.20610,0.20630,0.20650,0.20670,0.20690,0.20710,
ZAR,本行買入,0.00000,1.66300,1.66000,1.65400,1.64600,1.63900,1.63100,1.62300,1.61600,本行賣出,0.00000,1.74300,1.74100,1.73600,1.72900,1.72200,1.71400,1.70700,1.70000,
SEK,本行買入,0.00000,3.09000,3.08900,3.08600,3.08400,3.08300,3.08200,3.08100,3.07900,本行賣出,0.00000,3.19000,3.19000,3.19100,3.18900,3.18900,3.18800,3.18800,3.18800,
NZD,本行買入,17.36000,17.74000,17.72700,17.70000,17.67200,17.65200,17.62900,17.60500,17.58200,本行賣出,18.21000,17.94000,17.93700,17.93000,17.90600,17.88700,17.86800,17.85000,17.83100,
THB,本行買入,0.79690,0.91030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.98690,0.95030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.46140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.59340,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,34.28000,34.90000,34.89000,34.86900,34.84900,34.83100,34.80700,34.78200,34.74300,本行賣出,35.62000,35.30000,35.29900,35.29600,35.28100,35.26900,35.26000,35.25000,35.24000,
KRW,本行買入,0.01995,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02385,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00092,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00133,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.08800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.61300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.08500,4.15700,4.15620,4.15470,4.15410,4.15320,4.15140,4.14910,4.14790,本行賣出,4.24700,4.20700,4.20710,4.20720,4.20680,4.20620,4.20620,4.20610,4.20600,
