幣別,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天,匯率,現金,即期,遠期10天,遠期30天,遠期60天,遠期90天,遠期120天,遠期150天,遠期180天
USD,本行買入,32.53000,32.88000,32.85400,32.78500,32.70200,32.60700,32.52400,32.43900,32.35500,本行賣出,33.20000,32.98000,32.95900,32.90000,32.82700,32.74500,32.67500,32.59900,32.52300,
HKD,本行買入,4.07200,4.19800,4.19400,4.18600,4.17700,4.16700,4.15800,4.14900,4.13900,本行賣出,4.27600,4.25800,4.25500,4.25000,4.24200,4.23200,4.22400,4.21600,4.20900,
GBP,本行買入,39.04000,40.05000,40.00100,39.90200,39.79600,39.66500,39.55500,39.44500,39.33500,本行賣出,41.16000,40.45000,40.42000,40.36000,40.25800,40.13100,40.03200,39.93200,39.83300,
AUD,本行買入,20.08000,20.37000,20.34700,20.30100,20.25300,20.19500,20.14800,20.10000,20.05300,本行賣出,20.86000,20.57000,20.55800,20.53300,20.48600,20.42800,20.38800,20.34700,20.30700,
CAD,本行買入,22.44000,22.84000,22.82600,22.79700,22.76700,22.72700,22.69700,22.66700,22.63800,本行賣出,23.35000,23.04000,23.03200,23.01700,22.98800,22.94800,22.92600,22.90400,22.88200,
SGD,本行買入,23.51000,24.00000,23.98400,23.95300,23.92300,23.88700,23.85900,23.83100,23.80200,本行賣出,24.42000,24.18000,24.17500,24.16400,24.13600,24.09900,24.07900,24.05900,24.03900,
CHF,本行買入,35.29000,35.97000,35.97100,35.97400,36.00100,36.02100,36.05500,36.09000,36.12600,本行賣出,36.49000,36.22000,36.24000,36.27900,36.30800,36.34100,36.39300,36.44600,36.49800,
JPY,本行買入,0.20160,0.20890,0.20900,0.20910,0.20920,0.20930,0.20950,0.20960,0.20980,本行賣出,0.21440,0.21290,0.21300,0.21330,0.21350,0.21370,0.21390,0.21410,0.21440,
ZAR,本行買入,0.00000,1.71200,1.70800,1.70100,1.69200,1.68300,1.67400,1.66500,1.65600,本行賣出,0.00000,1.79200,1.78900,1.78400,1.77500,1.76600,1.75700,1.74900,1.74100,
SEK,本行買入,0.00000,2.91000,2.90800,2.90500,2.90300,2.89900,2.89600,2.89400,2.89100,本行賣出,0.00000,3.01000,3.01000,3.00900,3.00700,3.00400,3.00200,3.00100,2.99900,
NZD,本行買入,18.00000,18.38000,18.35900,18.31800,18.28200,18.23900,18.20600,18.17300,18.14000,本行賣出,18.85000,18.58000,18.57100,18.55200,18.51400,18.47100,18.44500,18.41800,18.39200,
THB,本行買入,0.82420,0.93760,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,1.01420,0.97760,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
PHP,本行買入,0.49600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.62800,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
IDR,本行買入,0.00168,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00238,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
EUR,本行買入,33.09000,33.71000,33.69200,33.65700,33.61300,33.57900,33.54600,33.51200,33.45500,本行賣出,34.43000,34.11000,34.09900,34.07600,34.04100,34.01500,33.99500,33.97500,33.95500,
KRW,本行買入,0.02089,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.02479,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
VND,本行買入,0.00107,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,0.00148,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
MYR,本行買入,6.28900,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,本行賣出,7.81400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
CNY,本行買入,4.38400,4.45600,4.45310,4.44740,4.44010,4.43310,4.42880,4.42230,4.42020,本行賣出,4.54600,4.50600,4.50460,4.50180,4.49580,4.49010,4.48700,4.48390,4.48080,
